"EventParticipation_Id","EventParticipation_Version","EventParticipation_Creator","EventParticipation_Active","EventParticipation_AdapterSource","EventParticipation_AdapterFlag","EventParticipation_PartitionNumber","EventParticipation_PurgeState","EventParticipation_TimeCreated","EventParticipation_TimeUpdated","EventParticipation_LoadCreateTime","EventParticipation_LoadUpdateTime","EventId","EventParticipation_Bidder_UserName","EventParticipation_Bidder_UserId","SourceSystem","SourceSystemId","SourceSystemType","EventParticipation_SupplierName","EventParticipation_SupplierId","EventParticipation_CommonSupplierName","EventParticipation_CommonSupplierId","EventParticipation_SupplierCity","EventParticipation_SupplierState","EventParticipation_SupplierCountry","EventParticipation_SupplierType","EventParticipation_SupplierIdRank","EventParticipation_EventStartDate","EventParticipation_EventEndDate","EventParticipation_EstAwardDate","EventParticipation_ContractEffectiveDate","EventParticipation_EventCreateDate","EventParticipation_PreviewBeginDate","EventParticipation_BiddingStartDate","EventParticipation_BiddingEndDate","EventParticipation_Owner_UserName","EventParticipation_Owner_UserId","EventParticipation_AcceptedFlag","EventParticipation_DeclinedFlag","EventParticipation_IntendToRespondFlag","EventParticipation_DeclinedToRespondFlag","EventParticipation_ParticipatedFlag","EventParticipation_AwardedFlag","EventParticipation_AclId","EventParticipation_BaselineSpend","EventParticipation_BaselineSpend_S1","EventParticipation_BaselineSpend_S2","EventParticipation_BaselineSpend_S3","EventParticipation_BaselineSpend_S4","EventParticipation_BaselineSpend_S5","EventParticipation_BaselineSpend_S6","EventParticipation_BaselineSpend_S7","EventParticipation_BaselineSpend_S8","EventParticipation_BaselineSpend_S9","EventParticipation_BaselineSpend_S10","EventParticipation_BaselineSpend_S11","EventParticipation_BaselineSpend_S12","EventParticipation_BaselineSpend_S13","EventParticipation_BaselineSpend_S14","EventParticipation_BaselineSpend_S15","EventParticipation_BaselineSpend_S16","EventParticipation_BaselineSpend_S17","EventParticipation_BaselineSpend_S18","EventParticipation_BaselineSpend_S19","EventParticipation_BaselineSpend_S20","EventParticipation_TargetSavingsPct","EventParticipation_ContractMonths","EventParticipation_NumEventAwarded","EventParticipation_NumEventAccepted","EventParticipation_NumEventDeclined","EventParticipation_NumIntendToRespond","EventParticipation_NumDeclinedToRespond","EventParticipation_NumEventBidOn","EventParticipation_BidsSubmitted"
"AAHMAN0V4e2Fc","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757038","Zuo Wei Wu","zwwu","ASM","ASM","ASM","Shang Fa Paper Products Manufactory","sid809","Shang Fa Paper Products Manufactory","sid809","Dongguan","Guangdong","CN","","Low Activity Suppliers...","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","false","false","true","false","false","false","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","0","0","0","1","0","0","0"
"AAHMAN0V4e2Ke","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757055","Lynn Harrison","lharrison","ASM","ASM","ASM","Junta.com","sid523","Junta.com","sid523","Waterloo","ON","CA","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","false","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","0","1","0","1","0","1","6"
"AAHMAN0V4e2Sf","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757072","Patricia Taylor","ptaylor","ASM","ASM","ASM","Javatec.com","sid516","Javatec.com","sid516","Santa Clara","CA","US","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e3Ht","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757123","Dawn Jackson","djackson","ASM","ASM","ASM","TechStrategy Partners","sid518","TechStrategy Partners","sid518","Stamford","CT","US","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","false","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","0","1","0","1","0","1","6"
"AAHMAN0V4e2U8","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757072","Dawn Jackson","djackson","ASM","ASM","ASM","TechStrategy Partners","sid518","TechStrategy Partners","sid518","Stamford","CT","US","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","false","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","0","1","0","1","0","1","6"
"AAHMAN0V4e2L8","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757055","pseudotaggeds1","pseudotaggeds1","ASM","ASM","ASM","Tokyo Denki K.K.","sid800","Tokyo Denki K.K.","sid800","Chiyoda-ku","Tokyo","JP","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e3xW","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757257","pseudotaggeds1","pseudotaggeds1","ASM","ASM","ASM","Tokyo Denki K.K.","sid800","Tokyo Denki K.K.","sid800","Chiyoda-ku","Tokyo","JP","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e3Xl","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757240","Patricia Taylor","ptaylor","ASM","ASM","ASM","Javatec.com","sid516","Javatec.com","sid516","Santa Clara","CA","US","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e3ck","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757240","Lynn Harrison","lharrison","ASM","ASM","ASM","Junta.com","sid523","Junta.com","sid523","Waterloo","ON","CA","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","false","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","0","1","0","1","0","1","6"
"AAHMAN0V4e30q","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757257","Mao Whei Xiao","mwxiao","ASM","ASM","ASM","China Won Human Resources Int.","sid808","China Won Human Resources Int.","sid808","Guangzhou","Guangdong","CN","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e2C0","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757038","pseudotaggeds1","pseudotaggeds1","ASM","ASM","ASM","Tokyo Denki K.K.","sid800","Tokyo Denki K.K.","sid800","Chiyoda-ku","Tokyo","JP","","Low Activity Suppliers...","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","false","false","true","false","false","false","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","0","0","0","1","0","0","0"
"AAHMAN0V4e2!j","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757106","Mao Whei Xiao","mwxiao","ASM","ASM","ASM","China Won Human Resources Int.","sid808","China Won Human Resources Int.","sid808","Guangzhou","Guangdong","CN","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e1+h","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757038","Patricia Taylor","ptaylor","ASM","ASM","ASM","Javatec.com","sid516","Javatec.com","sid516","Santa Clara","CA","US","","Low Activity Suppliers...","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","false","false","true","false","false","false","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","0","0","0","1","0","0","0"
"AAHMAN0V4e3PX","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757123","pseudotaggeds1","pseudotaggeds1","ASM","ASM","ASM","Tokyo Denki K.K.","sid800","Tokyo Denki K.K.","sid800","Chiyoda-ku","Tokyo","JP","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e2IQ","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757055","Dawn Jackson","djackson","ASM","ASM","ASM","TechStrategy Partners","sid518","TechStrategy Partners","sid518","Stamford","CT","US","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","false","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","0","1","0","1","0","1","6"
"AAHMAN0V4e2AH","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757038","Dawn Jackson","djackson","ASM","ASM","ASM","TechStrategy Partners","sid518","TechStrategy Partners","sid518","Stamford","CT","US","","Low Activity Suppliers...","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","false","false","true","false","false","false","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","0","0","0","1","0","0","0"
"AAHMAN0V4e2QM","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757055","Zuo Wei Wu","zwwu","ASM","ASM","ASM","Shang Fa Paper Products Manufactory","sid809","Shang Fa Paper Products Manufactory","sid809","Dongguan","Guangdong","CN","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e2Gv","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757055","Patricia Taylor","ptaylor","ASM","ASM","ASM","Javatec.com","sid516","Javatec.com","sid516","Santa Clara","CA","US","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e3Kb","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757123","Lynn Harrison","lharrison","ASM","ASM","ASM","Junta.com","sid523","Junta.com","sid523","Waterloo","ON","CA","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","false","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","0","1","0","1","0","1","6"
"AAHMAN0V4e22E","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757106","Dawn Jackson","djackson","ASM","ASM","ASM","TechStrategy Partners","sid518","TechStrategy Partners","sid518","Stamford","CT","US","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","false","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","0","1","0","1","0","1","6"
"AAHMAN0V4e2aN","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757072","pseudotaggeds1","pseudotaggeds1","ASM","ASM","ASM","Tokyo Denki K.K.","sid800","Tokyo Denki K.K.","sid800","Chiyoda-ku","Tokyo","JP","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e2p!","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757089","pseudotaggeds1","pseudotaggeds1","ASM","ASM","ASM","Tokyo Denki K.K.","sid800","Tokyo Denki K.K.","sid800","Chiyoda-ku","Tokyo","JP","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e2kz","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757089","Dawn Jackson","djackson","ASM","ASM","ASM","TechStrategy Partners","sid518","TechStrategy Partners","sid518","Stamford","CT","US","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","false","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","0","1","0","1","0","1","6"
"AAHMAN0V4e2e6","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757072","Zuo Wei Wu","zwwu","ASM","ASM","ASM","Shang Fa Paper Products Manufactory","sid809","Shang Fa Paper Products Manufactory","sid809","Dongguan","Guangdong","CN","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e2hs","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757089","Patricia Taylor","ptaylor","ASM","ASM","ASM","Javatec.com","sid516","Javatec.com","sid516","Santa Clara","CA","US","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e3mV","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757240","Zuo Wei Wu","zwwu","ASM","ASM","ASM","Shang Fa Paper Products Manufactory","sid809","Shang Fa Paper Products Manufactory","sid809","Dongguan","Guangdong","CN","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e3Fc","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6757123","Patricia Taylor","ptaylor","ASM","ASM","ASM","Javatec.com","sid516","Javatec.com","sid516","Santa Clara","CA","US","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
"AAHMAN0V4e17H","3","","true","","0","460","0","12/5/2022 8:09 AM","12/5/2022 8:15 AM","12/5/2022 8:00 AM","12/5/2022 8:00 AM","Doc6756821","Mao Whei Xiao","mwxiao","ASM","ASM","ASM","China Won Human Resources Int.","sid808","China Won Human Resources Int.","sid808","Guangzhou","Guangdong","CN","","Low Activity Suppliers...","11/29/2022 12:00 AM","11/29/2022 12:00 AM","1/1/1970 12:00 AM","1/1/1970 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","11/29/2022 12:00 AM","Customer Support Admin","customersupportadmin","true","false","true","false","true","true","12","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.0000000000","0.0000000000","1","1","0","1","0","1","6"
