EventParticipation_Id,EventParticipation_Creator,EventId,EventParticipation_Bidder_UserName,EventParticipation_Bidder_UserId,EventParticipation_SupplierName,EventParticipation_SupplierId,EventParticipation_CommonSupplierName,EventParticipation_CommonSupplierId,EventParticipation_SupplierCity,EventParticipation_SupplierState,EventParticipation_SupplierCountry,EventParticipation_SupplierType,EventParticipation_Owner_UserName,EventParticipation_Owner_UserId,EventParticipation_AcceptedFlag,EventParticipation_DeclinedFlag,EventParticipation_IntendToRespondFlag,EventParticipation_DeclinedToRespondFlag,EventParticipation_ParticipatedFlag,EventParticipation_AwardedFlag,EventParticipation_BidsSubmitted,fraud
AAHMAN0V4e191,,Doc6756685,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e16Z,,Doc6756685,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2DR,,Doc6756702,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e3s2,,Doc6756804,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,False,False,True,False,False,False,0,0
AAHMAN0V4e2vs,,Doc6756753,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2ye,,Doc6756753,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3bY,,Doc6756787,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2fn,,Doc6756736,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2Ea,,Doc6756702,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e3Ye,,Doc6756787,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e21I,,Doc6756753,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3gS,,Doc6756804,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,False,False,True,False,False,False,0,0
AAHMAN0V4e1!p,,Doc6756685,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2+A,,Doc6756770,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e3+e,,Doc6756821,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3IE,,Doc6756770,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3OH,,Doc6756787,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e3MP,,Doc6756787,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2dH,,Doc6756736,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e18B,,Doc6756685,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2J2,,Doc6756719,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e26w,,Doc6756770,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2Bd,,Doc6756702,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2kW,,Doc6756736,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3di,,Doc6756804,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,False,False,True,False,False,False,0,0
AAHMAN0V4e2NP,,Doc6756719,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e3BJ,,Doc6756770,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2pl,,Doc6756753,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2If,,Doc6756702,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2Gc,,Doc6756702,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3vS,,Doc6756804,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,False,False,True,False,False,False,0,0
AAHMAN0V4e2PH,,Doc6756719,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3EV,,Doc6756770,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2m4,,Doc6756753,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3ye,,Doc6756804,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,False,False,True,False,False,False,0,0
AAHMAN0V4e3R6,,Doc6756787,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2ap,,Doc6756736,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e24T,,Doc6756770,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2Lb,,Doc6756719,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2sS,,Doc6756753,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2SO,,Doc6756719,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3VT,,Doc6756787,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2FF,,Doc6756702,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e34U,,Doc6756821,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e3kZ,,Doc6756804,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,False,False,True,False,False,False,0,0
AAHMAN0V4e31l,,Doc6756821,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e37g,,Doc6756821,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2X5,,Doc6756736,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2nh,,Doc6757089,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e33a,,Doc6757257,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e25u,,Doc6757106,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e3Cm,,Doc6757106,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2Fc,,Doc6757038,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,False,False,True,False,False,False,0,0
AAHMAN0V4e2Ke,,Doc6757055,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2Sf,,Doc6757072,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3Ht,,Doc6757123,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2U8,,Doc6757072,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2L8,,Doc6757055,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3xW,,Doc6757257,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3Xl,,Doc6757240,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3ck,,Doc6757240,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e30q,,Doc6757257,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2C0,,Doc6757038,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,False,False,True,False,False,False,0,0
AAHMAN0V4e2!j,,Doc6757106,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e1+h,,Doc6757038,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,False,False,True,False,False,False,0,0
AAHMAN0V4e3PX,,Doc6757123,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2IQ,,Doc6757055,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2AH,,Doc6757038,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,False,False,True,False,False,False,0,0
AAHMAN0V4e2QM,,Doc6757055,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2Gv,,Doc6757055,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3Kb,,Doc6757123,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e22E,,Doc6757106,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2aN,,Doc6757072,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2p!,,Doc6757089,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2kz,,Doc6757089,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2e6,,Doc6757072,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2hs,,Doc6757089,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3mV,,Doc6757240,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3Fc,,Doc6757123,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e17H,,Doc6756821,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3uw,,Doc6757257,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e186,,Doc6756821,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3ag,,Doc6757240,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2N7,,Doc6757055,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3U0,,Doc6757123,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3jY,,Doc6757240,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2Xq,,Doc6757072,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2cs,,Doc6757072,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2D9,,Doc6757038,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,False,False,True,False,False,False,0,0
AAHMAN0V4e2Bs,,Doc6757038,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,False,False,True,False,False,False,0,0
AAHMAN0V4e2xB,,Doc6757089,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2ya,,Doc6757106,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e28e,,Doc6757106,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3rk,,Doc6757257,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e3gm,,Doc6757240,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3Rr,,Doc6757123,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3oc,,Doc6757257,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2t6,,Doc6757089,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3uF,,Doc6757661,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2hL,,Doc6757627,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e4bs,,Doc6757829,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e4Vz,,Doc6757712,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2pM,,Doc6757644,Patricia Taylor,ptaylor,Javatec.com,sid516,Javatec.com,sid516,Santa Clara,CA,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e4eW,,Doc6757846,Dawn Jackson,djackson,TechStrategy Partners,sid518,TechStrategy Partners,sid518,Stamford,CT,US,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2mn,,Doc6757627,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2PD,,Doc6757410,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e4Jk,,Doc6757695,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,False,False,True,False,False,False,0,0
AAHMAN0V4e3cs,,Doc6757644,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e4TF,,Doc6757712,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e2RD,,Doc6757410,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e2WF,,Doc6757410,Zuo Wei Wu,zwwu,Shang Fa Paper Products Manufactory,sid809,Shang Fa Paper Products Manufactory,sid809,Dongguan,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e4aV,,Doc6757829,Mao Whei Xiao,mwxiao,China Won Human Resources Int.,sid808,China Won Human Resources Int.,sid808,Guangzhou,Guangdong,CN,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e4Uc,,Doc6757712,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e3ZZ,,Doc6757644,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
AAHMAN0V4e38b,,Doc6757678,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e4Zb,,Doc6757829,pseudotaggeds1,pseudotaggeds1,Tokyo Denki K.K.,sid800,Tokyo Denki K.K.,sid800,Chiyoda-ku,Tokyo,JP,,Customer Support Admin,customersupportadmin,True,False,True,False,True,True,6,0
AAHMAN0V4e4fU,,Doc6757846,Lynn Harrison,lharrison,Junta.com,sid523,Junta.com,sid523,Waterloo,ON,CA,,Customer Support Admin,customersupportadmin,True,False,True,False,True,False,6,0
